Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,Shots on Target,Shots on Target%,Goals per Shot,Goals per Shot on Target,Avg Shot Distance,FK Shots,Penalties,Penalites Attempted,xG,npxG,npxG per Shot,G-xG,npG-xG,Passes Completed,Passes Attempted,Passes Completed%,Total Pass Dist,Prog Pass Dist,Short Pass Cmp,Short Pass Att,Shor tPass Cmp %,Medium Pass Cmp,Medium Pass Att,Medium Pass Cmp%,Long Pass Cmp,Long Pass Att,Long Pass Cmp%,Assists,xAG,xA,A-xAG,Key Passes,Final 1/3 Cmp,Passes into Penalty Area,Crosses into Penalty Area,Prog Passes,Live Pass,Dead Pass,FK Passes,Thru Balls,Switches,Crosses,Throw In,Corners,In Swing CK,Out Swing CK,Straight CK,Passes Offside,Passes Blocked,SCA,SCA Pass Live,SCA Pass Dead,SCA Dribble,SCA Sh,SCA Fouls Drawn,SCA Def,GCA,GCA Pass Live,GCA Pass Dead,GCA Dribble,GCA Shot,GCA Fouls Drawn,GCA Def,Tackle,Tackles Won,Def 3rd Tkl,Mid 3rd Tkl,Att 3rd Tkl,Drb Tkl,Drb Past Att,Drb Tkl%,Drb Past,Blocks,Sh Blocks,Pass Blocks,Int,Tkl+Int,Clr,Err,Touches,Def Pen Touch,Def 3rd Touch,Mid 3rd Touch,Att 3rd Touch,Att Pen Touch,Live Touch,Att Drb,Succ Drb,Drb Succ%,Times Tackled,Times Tackled%,Carries,Total Carry Distance,Prog Carry Distance,Prog Carries,Carries To Fina lThird,Carries To Pen Area,Carry Mistakes,Disposesed,Received Pass,Prog Passes Rec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%
Adel Mahamoud,km COM,FW,Nantes,fr Ligue 1,20,2003,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,32,18,0,2,0,2,2,100,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,3,2,0,5,1,1,100,0,0,3,12,4,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,25,1997,31,22,1894,18,0.52,11,67,24,35.8,0.16,0.46,14.3,0,0,0,9.1,9.1,0.14,1.9,1.9,635,838,75.8,9115,2499,376,441,85.3,201,247,81.4,29,74,39.2,7,5.2,4.8,1.8,50,46,32,2,97,759,79,6,6,4,69,8,52,20,17,0,0,28,101,65,10,16,4,4,2,14,9,1,2,1,1,0,20,15,2,11,7,8,22,36.4,14,19,0,19,9,29,0,1,1109,2,54,458,607,129,1109,87,39,44.8,37,42.5,699,4257,1972,72,42,35,66,42,866,222,4,0,0,28,34,12,1,0,0,89,18,21,46.2
Adnan Januzaj,be BEL,"FW,MF",Sevilla,es La Liga,28,1995,8,0,193,0,0,0,6,1,16.7,0,0,16.8,0,0,0,0.6,0.6,0.1,-0.6,-0.6,70,88,79.5,1250,244,35,38,92.1,23,28,82.1,10,18,55.6,0,0,0.2,0,2,6,1,1,9,80,8,3,0,3,8,3,2,0,1,0,0,1,6,2,2,1,0,1,0,0,0,0,0,0,0,0,3,3,2,0,1,0,1,0,1,2,0,2,1,4,0,0,119,1,8,56,57,5,119,11,5,45.5,4,36.4,79,383,156,1,3,0,10,1,92,17,0,0,0,3,9,0,0,0,0,9,3,1,75
Adri Bosch,es ESP,DF,Granada,es La Liga,22,2001,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,78.6,211,61,6,7,85.7,2,2,100,3,5,60,0,0,0,0,0,2,0,0,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,17,2,10,8,0,0,17,0,0,0,0,0,8,86,43,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,2,0,1,0
Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,31,1992,36,29,2476,5,0.11,3,63,24,38.1,0.03,0.08,24.1,12,1,1,4.3,3.5,0.06,-1.3,-1.5,609,928,65.6,9861,3039,339,396,85.6,179,263,68.1,67,173,38.7,2,4.4,3.6,-2.4,52,40,25,16,58,770,150,35,0,16,171,16,94,36,31,0,8,43,108,59,25,8,6,6,4,8,4,1,0,3,0,0,55,37,29,15,11,26,53,49.1,27,37,1,36,15,70,12,0,1316,18,195,514,633,65,1315,119,46,38.7,65,54.6,749,4984,2406,94,55,24,79,35,821,167,5,0,0,37,40,16,0,0,0,141,25,43,36.8
Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26,1997,23,11,974,2,0.09,1,12,3,25,0.08,0.33,13.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7,311,431,72.2,5102,1027,157,203,77.3,122,149,81.9,23,36,63.9,1,0.8,0.6,0.2,11,25,5,0,29,411,18,3,2,5,6,1,0,0,0,0,2,17,29,22,0,3,3,0,1,4,3,0,0,1,0,0,22,13,8,12,2,9,24,37.5,15,17,0,17,4,26,15,0,560,12,96,304,169,31,560,34,21,61.8,13,38.2,314,1759,702,17,12,0,25,18,341,43,1,0,0,14,10,2,0,0,0,76,18,26,40.9
Adrian Grbić,at AUT,FW,Lorient,fr Ligue 1,26,1996,1,0,31,0,0,0,2,0,0,0,0,23.1,1,0,0,0.1,0.1,0.05,-0.1,-0.1,7,13,53.8,85,6,6,8,75,1,2,50,0,2,0,0,0,0,0,0,0,0,0,0,10,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,9,6,1,16,0,0,0,0,0,5,22,10,0,0,0,1,0,8,4,0,0,0,0,0,0,0,0,0,0,2,1,66.7
Adrien Lebeau,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1999,7,0,54,1,0,0,2,0,0,0,0,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,19,29,65.5,284,93,10,13,76.9,7,8,87.5,1,4,25,1,0.5,0.3,0.5,4,2,0,0,0,26,3,0,0,0,3,0,3,2,1,0,0,3,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,1,0,0,1,0,42,1,8,19,16,2,42,1,0,0,1,100,30,138,54,1,2,1,2,1,28,5,0,0,0,1,2,0,0,0,0,5,0,3,0
Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,28,1995,31,30,2651,8,0.17,5,38,16,42.1,0.13,0.31,16.9,0,0,0,3.5,3.4,0.09,1.5,1.6,996,1211,82.2,14960,3691,548,620,88.4,361,429,84.1,53,81,65.4,3,4.1,4,-1.1,26,103,23,10,120,1167,40,15,3,7,45,25,0,0,0,0,4,27,64,54,0,2,4,4,0,5,4,0,1,0,0,0,58,39,22,30,6,30,45,66.7,15,26,6,20,25,83,34,0,1525,69,269,829,447,79,1525,54,28,51.9,21,38.9,893,5580,2746,72,59,10,52,19,1027,106,8,0,0,44,38,6,0,0,0,150,54,40,57.4
Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,29,1994,29,25,2146,2,0,0,9,0,0,0,0,13,0,0,0,0.7,0.7,0.08,-0.7,-0.7,1106,1276,86.7,18937,5466,462,506,91.3,549,605,90.7,68,101,67.3,2,2.2,1.2,-0.2,19,81,10,3,90,1218,56,39,1,5,15,16,0,0,0,0,2,23,32,29,0,0,1,0,2,4,2,0,0,0,0,2,35,16,13,18,4,18,37,48.6,19,24,11,13,47,82,25,2,1492,91,536,777,196,21,1492,19,12,63.2,5,26.3,866,4076,1818,22,25,2,20,17,981,39,6,1,0,19,15,0,0,1,0,140,30,39,43.5
Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,29,1993,29,13,1193,3,0.08,1,31,6,19.4,0.03,0.17,14.3,0,0,0,3.8,3.8,0.12,-2.8,-2.8,506,679,74.5,7672,1909,261,319,81.8,192,248,77.4,27,52,51.9,2,3.9,3.8,-1.9,30,44,15,3,68,638,38,18,1,1,47,2,18,2,11,0,3,31,75,59,9,0,4,3,0,3,1,1,0,0,1,0,25,14,4,16,5,11,34,32.4,23,14,0,14,9,34,10,1,822,17,107,330,393,75,822,14,9,64.3,5,35.7,611,3027,1117,20,23,7,29,22,574,121,2,1,0,16,16,5,1,0,0,89,13,23,36.1
Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,21,2001,30,24,2145,3,0.04,1,20,7,35,0.05,0.14,20.7,0,0,0,1.7,1.7,0.08,-0.7,-0.7,1047,1333,78.5,16183,5530,557,641,86.9,420,537,78.2,43,85,50.6,2,1.8,2,0.2,19,55,22,10,98,1081,247,21,0,1,72,225,1,1,0,0,5,29,38,27,0,4,2,5,0,3,1,0,0,1,1,0,39,21,23,10,6,25,40,62.5,15,31,5,26,19,58,49,0,1586,73,388,665,545,47,1586,56,24,42.9,28,50,1023,5947,2732,51,61,8,34,24,941,181,6,0,0,25,28,4,1,0,0,116,18,24,42.9
Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,22,2001,11,10,775,0,0,0,1,0,0,0,0,27.2,0,0,0,0,0,0.03,0,0,389,465,83.7,6578,2133,180,208,86.5,170,193,88.1,31,42,73.8,0,0.1,0.2,-0.1,2,25,5,2,29,400,65,5,0,1,5,60,0,0,0,0,0,10,6,6,0,0,0,0,0,1,1,0,0,0,0,0,16,7,9,6,1,9,24,37.5,15,18,5,13,5,21,18,0,552,38,200,278,82,2,552,16,11,68.8,4,25,257,1338,644,10,6,0,7,5,329,15,3,0,0,12,4,0,0,1,0,42,2,7,22.2
Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,25,1998,31,15,1753,5,0.05,1,16,4,25,0.06,0.25,22,0,0,0,0.7,0.7,0.04,0.3,0.3,681,931,73.1,10819,3651,385,442,87.1,240,315,76.2,47,122,38.5,4,3.2,2,0.8,27,42,18,13,61,747,179,18,2,3,111,151,10,6,1,0,5,28,52,38,6,1,2,4,1,4,4,0,0,0,0,0,46,26,28,14,4,23,34,67.6,11,26,6,20,15,61,54,0,1178,57,307,477,408,22,1178,38,12,31.6,18,47.4,575,2913,1475,46,38,9,35,23,667,109,1,0,0,6,32,2,0,0,0,102,10,21,32.3
Adryelson,br BRA,"DF,FW",Lyon,fr Ligue 1,25,1998,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,100,75,28,3,3,100,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,9,2,9,0,0,0,9,0,0,0,0,0,5,22,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adson,br BRA,"MF,FW",Nantes,fr Ligue 1,22,2000,8,2,238,0,0,0,5,0,0,0,0,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,115,130,88.5,1750,378,61,64,95.3,40,46,87,8,10,80,0,0.1,0.3,-0.1,3,11,4,0,15,128,2,0,0,0,2,2,0,0,0,0,0,2,9,8,0,1,0,0,0,0,0,0,0,0,0,0,7,6,1,6,0,2,2,100,0,5,0,5,2,9,2,0,163,0,18,81,68,10,163,8,5,62.5,3,37.5,137,934,451,18,9,4,4,4,127,19,0,0,0,4,4,0,0,0,0,11,0,2,0
Adu Ares,es ESP,FW,Athletic Club,es La Liga,21,2001,12,2,265,0,0,0,4,0,0,0,0,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,79,104,76,1252,82,45,53,84.9,27,34,79.4,5,9,55.6,0,0,0.1,0,1,5,0,0,3,103,1,0,0,1,11,0,1,1,0,0,0,5,3,2,0,1,0,0,0,1,1,0,0,0,0,0,8,4,4,2,2,2,3,66.7,1,1,0,1,1,9,0,0,147,1,21,63,70,6,147,24,15,62.5,7,29.2,103,881,361,13,3,5,8,4,110,39,2,0,0,5,12,1,0,0,0,15,1,3,25
Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23,2000,18,6,731,1,0.12,1,15,4,26.7,0.07,0.25,24.3,0,0,0,0.6,0.6,0.04,0.4,0.4,248,297,83.5,3504,949,148,160,92.5,73,87,83.9,13,20,65,0,0.5,0.4,-0.5,6,29,4,0,28,280,12,8,1,1,1,2,2,0,0,0,5,4,19,16,1,0,0,1,1,2,2,0,0,0,0,0,13,7,7,3,3,6,18,33.3,12,4,1,3,4,17,7,1,371,14,65,201,113,9,371,21,12,57.1,5,23.8,215,1328,678,14,15,3,10,9,239,22,1,0,0,10,14,0,0,0,0,51,6,5,54.5
Ahmed Touba,dz ALG,DF,Lecce,it Serie A,25,1998,6,3,277,0,0,0,1,0,0,0,0,7.1,0,0,0,0,0,0.03,0,0,115,137,83.9,2095,472,38,42,90.5,64,76,84.2,11,14,78.6,0,0,0,0,0,4,0,0,2,125,12,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,3,4,75,1,4,3,1,7,13,20,0,176,35,106,67,5,1,176,0,0,0,0,0,81,409,217,0,2,0,1,0,84,1,1,0,0,6,1,0,0,0,0,16,5,6,45.5
Aiham Ousou,sy SYR,DF,Cádiz,es La Liga,23,2000,6,5,430,0,0,0,2,0,0,0,0,13.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2,142,181,78.5,2765,900,48,60,80,75,83,90.4,17,31,54.8,0,0,0.2,0,0,6,2,0,7,174,6,5,1,2,0,1,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,2,0,5,5,100,0,1,0,1,7,15,15,0,215,19,114,93,12,2,215,1,1,100,0,0,124,741,376,2,6,0,3,0,111,0,0,0,0,4,6,0,0,0,0,26,8,7,53.3
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25,1997,21,11,1127,2,0,0,7,2,28.6,0,0,24.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,504,702,71.8,9001,4109,216,240,90,234,315,74.3,48,112,42.9,2,2,0.9,0,12,35,11,10,39,524,175,11,0,1,29,164,0,0,0,0,3,19,24,19,1,2,2,0,0,3,2,0,0,1,0,0,36,21,20,10,6,24,35,68.6,11,16,8,8,9,45,33,0,838,44,244,418,181,6,838,19,10,52.6,7,36.8,372,2000,917,24,23,1,14,8,429,23,2,0,0,17,8,0,0,0,0,66,23,17,57.5
Aimar Oroz,es ESP,MF,Osasuna,es La Liga,21,2001,33,26,2339,3,0.08,2,24,5,20.8,0.04,0.2,18,1,1,1,3.5,2.8,0.11,-1.5,-1.8,839,1035,81.1,12423,2859,485,560,86.6,288,329,87.5,41,63,65.1,1,1.6,2.2,-0.6,26,68,18,0,103,986,43,5,3,3,11,7,1,1,0,0,6,35,70,60,1,1,4,4,0,3,2,0,0,1,0,0,43,26,18,20,5,13,37,35.1,24,27,2,25,16,59,11,0,1298,17,157,651,516,62,1297,52,26,50,18,34.6,773,4229,2079,52,46,9,58,42,928,126,3,0,0,39,46,2,0,0,0,144,19,39,32.8
Aingeru Olabarrieta,es ESP,FW,Athletic Club,es La Liga,17,2005,1,0,9,0,0,0,1,0,0,0,0,25.4,0,0,0,0,0,0.01,0,0,2,5,40,23,6,2,2,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,5,0,6,0,0,0,0,0,3,33,26,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,25,1997,23,16,1432,5,0.06,1,17,5,29.4,0,0,13.9,0,1,1,3,2.2,0.16,-2,-2.2,663,796,83.3,10343,3289,350,387,90.4,241,285,84.6,44,71,62,4,2.1,1.5,1.9,18,45,17,3,76,694,98,9,1,5,21,86,3,1,0,0,4,12,33,27,0,0,4,1,1,7,7,0,0,0,0,0,34,18,12,14,8,19,37,51.4,18,16,6,10,17,51,29,1,949,56,269,400,293,41,948,33,16,48.5,14,42.4,645,3539,1645,26,25,6,15,11,580,82,1,1,0,5,11,1,0,0,0,93,18,21,46.2
Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32,1991,7,6,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,198,64.1,4462,3696,10,10,100,48,49,98,69,137,50.4,0,0,0,0,0,10,0,0,1,147,49,27,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,216,156,207,9,1,1,216,0,0,0,0,0,112,636,426,0,0,0,0,0,95,0,2,0,0,0,0,0,0,0,0,11,0,1,0
Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,23,2000,34,31,2704,1,0.03,1,14,3,21.4,0.07,0.33,9.7,0,0,0,1.2,1.2,0.08,-0.2,-0.2,1331,1556,85.5,26700,10013,385,432,89.1,785,843,93.1,146,247,59.1,0,0.2,0.4,-0.2,4,68,6,0,107,1507,47,39,2,11,1,2,0,0,0,0,2,7,15,15,0,0,0,0,0,1,1,0,0,0,0,0,20,11,11,9,0,7,14,50,7,23,11,12,33,53,104,0,1799,158,915,852,41,24,1799,3,2,66.7,1,33.3,1004,5116,2607,6,2,0,9,2,1167,1,9,1,1,37,11,0,0,0,0,137,60,37,61.9
Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,27,1996,18,11,1017,3,0.18,2,13,2,15.4,0.15,1,22.1,0,0,0,0.8,0.8,0.06,1.2,1.2,445,586,75.9,7163,2899,252,280,90,148,190,77.9,37,79,46.8,1,1.3,0.8,-0.3,11,37,14,3,54,490,95,11,0,4,28,84,0,0,0,0,1,27,33,27,1,2,1,1,1,3,3,0,0,0,0,0,46,27,28,13,5,32,59,54.2,27,12,1,11,14,60,33,1,744,36,232,318,209,25,744,45,27,60,14,31.1,380,1932,1016,22,15,9,19,9,409,50,5,0,0,16,13,1,0,1,0,78,4,9,30.8
Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,23,2000,32,27,2252,9,0.32,8,79,32,40.5,0.1,0.25,14.5,0,0,0,12.4,12.4,0.16,-4.4,-4.4,250,385,64.9,3676,786,125,185,67.6,89,126,70.6,14,29,48.3,1,1.9,1.4,-0.9,17,14,4,2,17,375,10,0,2,1,12,1,0,0,0,0,0,20,43,29,0,5,8,1,0,3,0,0,2,1,0,0,12,4,3,4,5,3,7,42.9,4,9,2,7,5,17,11,0,638,17,61,266,323,118,638,44,14,31.8,26,59.1,442,2673,1004,40,23,22,68,30,472,127,2,0,0,39,22,26,0,0,0,55,54,69,43.9
Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,21,2002,15,15,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,504,69.8,9261,5681,63,63,100,189,196,96.4,97,238,40.8,0,0,0,0,1,11,1,0,0,404,97,36,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,2,542,413,540,3,0,0,542,0,0,0,0,0,415,2305,1282,0,1,1,0,0,300,0,1,0,0,0,3,0,0,0,0,18,4,0,100
Alan Matturro,uy URU,DF,Genoa,it Serie A,18,2004,6,1,106,0,0,0,1,0,0,0,0,7.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,16,25,64,260,134,7,8,87.5,7,8,87.5,1,6,16.7,0,0,0,0,0,3,0,0,4,24,1,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,6,3,3,2,3,4,0,42,10,18,17,7,2,42,1,1,100,0,0,13,41,7,0,0,0,3,0,15,1,0,0,0,0,0,0,0,0,1,6,3,2,60
Alan Virginius,fr FRA,FW,Clermont Foot,fr Ligue 1,20,2003,14,12,934,2,0,0,10,6,60,0,0,15,0,0,0,1.3,1.3,0.13,-1.3,-1.3,136,209,65.1,1961,554,71,92,77.2,46,74,62.2,6,14,42.9,2,1.5,2.7,0.5,11,9,5,2,21,182,25,1,2,0,22,0,15,13,1,1,2,8,21,15,2,1,2,1,0,3,2,0,0,0,1,0,9,5,4,4,1,4,11,36.4,7,7,0,7,3,12,7,0,300,7,38,127,138,40,300,20,10,50,10,50,209,1559,806,22,11,10,24,11,211,64,0,0,0,4,6,4,1,0,0,15,4,15,21.1
Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,20,2003,2,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,82.4,183,45,7,8,87.5,5,7,71.4,0,0,0,0,0,0,0,1,2,0,0,2,17,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,21,0,2,10,9,2,21,4,2,50,2,50,19,109,54,1,0,1,1,0,18,4,0,0,0,0,0,0,0,0,0,2,0,1,0
Alassane Pléa,fr FRA,"FW,MF",Gladbach,de Bundesliga,30,1993,27,24,1913,11,0.33,7,57,18,31.6,0.11,0.33,17.6,0,1,1,7,6.2,0.11,0,-0.2,541,774,69.9,8777,2694,282,345,81.7,186,267,69.7,52,87,59.8,4,4,4.1,0,36,47,38,3,115,720,54,7,13,8,44,4,7,3,3,0,0,33,77,55,6,5,4,7,0,11,7,1,2,0,1,0,17,7,5,8,4,7,15,46.7,8,11,0,11,2,19,6,0,972,6,71,472,446,90,971,53,21,39.6,26,49.1,635,3074,1633,56,44,21,34,33,766,157,1,0,0,15,29,6,1,0,0,72,15,27,35.7
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24,1999,28,28,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,1006,71.6,19485,13677,143,144,99.3,359,364,98.6,214,493,43.4,0,0,0,0,0,14,0,0,3,770,235,69,0,3,0,0,0,0,0,0,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,14,0,1081,914,1075,6,0,0,1081,1,0,0,0,0,768,3646,1792,0,0,0,1,0,561,0,2,0,0,1,4,0,0,1,0,37,11,1,91.7
Albert Guðmundsson,is ISL,"FW,MF",Genoa,it Serie A,26,1997,35,34,3016,18,0.42,14,52,19,36.5,0.19,0.53,20.8,8,4,5,9.9,5.8,0.11,4.1,4.2,907,1213,74.8,15139,4812,447,514,87,282,359,78.6,120,230,52.2,4,5.2,6.5,-1.2,81,86,34,8,120,1006,204,80,5,8,179,16,93,34,48,2,3,34,144,57,61,3,10,13,0,15,8,3,1,2,1,0,23,10,8,10,5,12,44,27.3,32,15,2,13,11,34,13,0,1526,18,168,708,678,71,1521,96,42,43.8,41,42.7,900,6120,2951,82,71,17,89,51,1031,168,4,0,0,28,46,11,1,0,0,136,3,22,12
Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23,1999,17,16,1303,4,0.07,1,8,2,25,0.13,0.5,20.9,0,0,0,0.6,0.6,0.08,0.4,0.4,669,766,87.3,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,3,1.4,0.8,1.6,9,68,6,1,72,694,67,28,5,11,13,8,2,1,1,0,5,3,27,22,0,0,1,3,1,3,3,0,0,0,0,0,29,18,14,12,3,17,24,70.8,7,23,13,10,11,40,14,0,899,54,223,513,170,11,899,22,11,50,7,31.8,529,3027,1707,29,19,2,12,11,597,13,4,0,0,18,27,0,0,0,0,64,15,9,62.5
Alberto Cerri,it ITA,FW,Empoli,it Serie A,27,1996,12,10,545,1,0.17,1,10,3,30,0.1,0.33,10.8,0,0,0,1.2,1.2,0.12,-0.2,-0.2,68,136,50,877,149,50,82,61,16,33,48.5,2,4,50,0,0.2,0.3,-0.2,4,2,1,0,9,134,1,0,0,0,1,0,0,0,0,0,1,5,8,6,0,0,2,0,0,1,0,0,0,1,0,0,3,3,1,1,1,2,5,40,3,3,1,2,3,6,7,0,189,7,17,89,85,18,189,6,1,16.7,5,83.3,98,360,149,3,7,1,13,12,145,23,2,0,0,15,9,6,0,0,0,18,41,30,57.7
Alberto Dadie,es ESP,MF,Real Sociedad,es La Liga,21,2002,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,42.9,47,33,2,4,50,1,1,100,0,0,0,0,0,0.1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,1,0,2,0,0,14,0,6,6,2,1,14,1,0,0,1,100,12,28,8,0,0,0,4,0,10,0,0,0,0,4,0,0,0,0,0,2,0,0,0
Alberto Dossena,it ITA,DF,Cagliari,it Serie A,24,1998,35,33,2977,6,0.06,2,24,6,25,0.08,0.33,11.3,0,0,0,2.2,2.2,0.09,-0.2,-0.2,1042,1305,79.8,22274,7809,279,324,86.1,597,680,87.8,158,271,58.3,4,2.1,1.3,1.9,12,71,4,0,89,1255,49,41,3,11,1,7,0,0,0,0,1,8,29,21,0,0,4,1,3,5,4,0,0,1,0,0,55,35,43,12,0,32,48,66.7,16,50,27,23,45,100,172,2,1720,270,930,748,55,35,1720,8,5,62.5,3,37.5,774,3763,2159,9,6,0,22,10,849,2,5,0,0,38,42,0,0,0,2,190,118,68,63.4
Alberto Grassi,it ITA,MF,Empoli,it Serie A,28,1995,27,22,1807,1,0,0,23,5,21.7,0,0,20,1,0,0,1.1,1.1,0.05,-1.1,-1.1,696,861,80.8,11955,4165,326,370,88.1,289,339,85.3,59,104,56.7,1,0.6,1.3,0.4,6,89,6,0,75,818,39,31,3,1,5,4,0,0,0,0,4,13,24,20,0,0,2,2,0,3,3,0,0,0,0,0,30,18,13,13,4,10,26,38.5,16,26,11,15,41,71,37,0,1085,67,324,625,143,16,1085,10,5,50,4,40,525,2436,957,13,13,0,13,7,615,13,6,1,1,22,33,0,0,0,1,124,28,30,48.3
Alberto Marí,es ESP,FW,Valencia,es La Liga,22,2001,16,2,276,2,0.33,1,6,2,33.3,0,0,11.4,0,1,1,1.8,1.2,0.2,-0.8,-1.2,38,61,62.3,498,112,22,30,73.3,11,16,68.8,2,2,100,1,0.9,0.9,0.1,6,3,1,0,6,56,5,0,0,0,2,0,0,0,0,0,0,6,8,6,0,0,1,1,0,3,1,0,0,1,1,0,4,2,0,1,3,1,1,100,0,3,0,3,0,4,5,0,102,6,15,31,56,15,101,5,3,60,2,40,44,182,85,2,1,2,11,3,62,13,0,0,0,10,6,2,1,0,0,10,8,20,28.6
Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,19,2003,28,21,1803,6,0.15,3,33,10,30.3,0.09,0.3,20,0,0,0,2,2,0.06,1,1,581,735,79,7847,1868,349,402,86.8,189,225,84,12,28,42.9,3,2.7,2.7,0.3,27,44,26,2,87,709,22,1,11,0,27,8,9,4,2,0,4,37,67,53,1,10,0,3,0,5,5,0,0,0,0,0,15,6,4,7,4,6,30,20,24,11,0,11,7,22,10,0,977,8,109,441,453,59,977,116,57,49.1,54,46.6,681,4467,2389,86,67,24,60,27,773,184,1,0,0,17,18,2,1,0,0,67,1,16,5.9
